Name, Default Value, Allowed Values, Modifiable, Source, Apply Type, Data Type, Description
"deadlock_timeout",,"1-2147483647",true,"engine-default","dynamic","integer","(ms) Sets the time to wait on a lock before checking for deadlock."
"debug_pretty_print",,"0,1",true,"engine-default","dynamic","boolean","Indents parse and plan tree displays."
"debug_print_parse",,"0,1",true,"engine-default","dynamic","boolean","Logs each querys parse tree."
"debug_print_plan",,"0,1",true,"engine-default","dynamic","boolean","Logs each querys execution plan."
"debug_print_rewritten",,"0,1",true,"engine-default","dynamic","boolean","Logs each querys rewritten parse tree."
"default_statistics_target",,"1-10000",true,"engine-default","dynamic","integer","Sets the default statistics target."
"default_tablespace",,,true,"engine-default","dynamic","string","Sets the default tablespace to create tables and indexes in."
"default_transaction_deferrable",,"0,1",true,"engine-default","dynamic","boolean","Sets the default deferrable status of new transactions."
"default_transaction_isolation",,"serializable,repeatable read,read committed,read uncommitted",true,"engine-default","dynamic","string","Sets the transaction isolation level of each new transaction."
"default_transaction_read_only",,"0,1",true,"engine-default","dynamic","boolean","Sets the default read-only status of new transactions."
"default_with_oids",,"0,1",true,"engine-default","dynamic","boolean","Create new tables with OIDs by default."
"effective_cache_size","{DBInstanceClassMemory/16384}","1-2147483647",true,"system","dynamic","integer","(8kB) Sets the planners assumption about the size of the disk cache."
"effective_io_concurrency",,"0-1000",true,"engine-default","dynamic","integer","Number of simultaneous requests that can be handled efficiently by the disk subsystem."
"enable_bitmapscan",,"0,1",true,"engine-default","dynamic","boolean","Enables the planners use of bitmap-scan plans."
"enable_hashagg",,"0,1",true,"engine-default","dynamic","boolean","Enables the planners use of hashed aggregation plans."
"enable_hashjoin",,"0,1",true,"engine-default","dynamic","boolean","Enables the planners use of hash join plans."
"enable_indexonlyscan",,"0,1",true,"engine-default","dynamic","boolean","Enables the planner's use of index-only-scan plans."
"enable_indexscan",,"0,1",true,"engine-default","dynamic","boolean","Enables the planners use of index-scan plans."
"enable_material",,"0,1",true,"engine-default","dynamic","boolean","Enables the planners use of materialization."
"enable_mergejoin",,"0,1",true,"engine-default","dynamic","boolean","Enables the planners use of merge join plans."
"enable_nestloop",,"0,1",true,"engine-default","dynamic","boolean","Enables the planners use of nested-loop join plans."
"enable_seqscan",,"0,1",true,"engine-default","dynamic","boolean","Enables the planners use of sequential-scan plans."
"enable_sort",,"0,1",true,"engine-default","dynamic","boolean","Enables the planners use of explicit sort steps."
"enable_tidscan",,"0,1",true,"engine-default","dynamic","boolean","Enables the planners use of TID scan plans."
"escape_string_warning",,"0,1",true,"engine-default","dynamic","boolean","Warn about backslash escapes in ordinary string literals."
"exit_on_error",,"0,1",false,"engine-default","dynamic","boolean","Terminate session on any error."
"extra_float_digits",,"-15-3",true,"engine-default","dynamic","integer","Sets the number of digits displayed for floating-point values."
"from_collapse_limit",,"1-2147483647",true,"engine-default","dynamic","integer","Sets the FROM-list size beyond which subqueries are not collapsed."
"fsync","1","0,1",false,"system","dynamic","boolean","Forces synchronization of updates to disk."
"full_page_writes","1","0,1",false,"engine-default","dynamic","boolean","Writes full pages to WAL when first modified after a checkpoint."
"geqo",,"0,1",true,"engine-default","dynamic","boolean","Enables genetic query optimization."
"geqo_effort",,"1-10",true,"engine-default","dynamic","integer","GEQO: effort is used to set the default for other GEQO parameters."
"geqo_generations",,"0-2147483647",true,"engine-default","dynamic","integer","GEQO: number of iterations of the algorithm."
"geqo_pool_size",,"0-2147483647",true,"engine-default","dynamic","integer","GEQO: number of individuals in the population."
"geqo_seed",,"0-1",true,"engine-default","dynamic","float","GEQO: seed for random path selection."
"geqo_selection_bias",,"1.5-2",true,"engine-default","dynamic","float","GEQO: selective pressure within the population."
"geqo_threshold",,"2-2147483647",true,"engine-default","dynamic","integer","Sets the threshold of FROM items beyond which GEQO is used."
"gin_fuzzy_search_limit",,"0-2147483647",true,"engine-default","dynamic","integer","Sets the maximum allowed result for exact search by GIN."
"hba_file","/rdsdbdata/config/pg_hba.conf",,false,"system","static","string","Sets the servers hba configuration file."
"hot_standby_feedback",,"0,1",true,"engine-default","dynamic","boolean","Allows feedback from a hot standby to the primary that will avoid query conflicts."
"ident_file","/rdsdbdata/config/pg_ident.conf",,false,"system","static","string","Sets the servers ident configuration file."
"intervalstyle",,"postgres,postgres_verbose,sql_standard,iso_8601",true,"engine-default","dynamic","string","Sets the display format for interval values."
"join_collapse_limit",,"1-2147483647",true,"engine-default","dynamic","integer","Sets the FROM-list size beyond which JOIN constructs are not flattened."
"lc_messages",,,true,"engine-default","dynamic","string","Sets the language in which messages are displayed."
"lc_monetary",,,true,"engine-default","dynamic","string","Sets the locale for formatting monetary amounts."
"lc_numeric",,,true,"engine-default","dynamic","string","Sets the locale for formatting numbers."
"lc_time",,,true,"engine-default","dynamic","string","Sets the locale for formatting date and time values."
"listen_addresses","*",,false,"system","static","string","Sets the host name or IP address(es) to listen to."
"lo_compat_privileges","0","0,1",false,"system","dynamic","boolean","Enables backward compatibility mode for privilege checks on large objects."
"log_autovacuum_min_duration",,"-1-2147483647",true,"engine-default","dynamic","integer","(ms) Sets the minimum execution time above which autovacuum actions will be logged."
"log_checkpoints","1","0,1",true,"system","dynamic","boolean","Logs each checkpoint."
"log_connections",,"0,1",true,"engine-default","dynamic","boolean","Logs each successful connection."
"log_destination",,,false,"system","dynamic","string","Sets the destination for server log output."
"log_directory","/rdsdbdata/log/error",,false,"system","dynamic","string","Sets the destination directory for log files."
"log_disconnections",,"0,1",true,"engine-default","dynamic","boolean","Logs end of a session, including duration."
"log_duration",,"0,1",true,"engine-default","dynamic","boolean","Logs the duration of each completed SQL statement."
"log_error_verbosity",,"terse,default,verbose",true,"engine-default","dynamic","string","Sets the verbosity of logged messages."
"log_executor_stats",,"0,1",true,"engine-default","dynamic","boolean","Writes executor performance statistics to the server log."
"log_file_mode","0644",,false,"system","dynamic","string","Sets the file permissions for log files."
"log_filename","postgresql.log.%Y-%m-%d-%H","postgresql.log.%Y-%m-%d,postgresql.log.%Y-%m-%d-%H",true,"system","dynamic","string","Sets the file name pattern for log files."
"log_hostname","1","0,1",true,"system","dynamic","boolean","Logs the host name in the connection logs."
"log_line_prefix","%t:%r:%u@%d:[%p]:",,false,"system","dynamic","string","Controls information prefixed to each log line."
"log_lock_waits",,"0,1",true,"engine-default","dynamic","boolean","Logs long lock waits."
"log_min_duration_statement",,"-1-2147483647",true,"engine-default","dynamic","integer","(ms) Sets the minimum execution time above which statements will be logged."
"log_min_error_statement",,"debug5,debug4,debug3,debug2,debug1,info,notice,warning,error,log,fatal,panic",true,"engine-default","dynamic","string","Causes all statements generating error at or above this level to be logged."
"log_min_messages",,"debug5,debug4,debug3,debug2,debug1,info,notice,warning,error,log,fatal,panic",true,"engine-default","dynamic","string","Sets the message levels that are logged."
"log_parser_stats",,"0,1",true,"engine-default","dynamic","boolean","Writes parser performance statistics to the server log."
"log_planner_stats",,"0,1",true,"engine-default","dynamic","boolean","Writes planner performance statistics to the server log."
"log_rotation_age","60","1-1440",true,"system","dynamic","integer","(min) Automatic log file rotation will occur after N minutes."
"log_rotation_size",,"0-2097151",true,"engine-default","dynamic","integer","(kB) Automatic log file rotation will occur after N kilobytes."
"log_statement",,"none,ddl,mod,all",true,"engine-default","dynamic","string","Sets the type of statements logged."
"log_statement_stats",,"0,1",true,"engine-default","dynamic","boolean","Writes cumulative performance statistics to the server log."
"log_temp_files",,"-1-2147483647",true,"engine-default","dynamic","integer","(kB) Log the use of temporary files larger than this number of kilobytes."
"log_timezone","UTC",,false,"system","dynamic","string","Sets the time zone to use in log messages."
"log_truncate_on_rotation","0","0,1",false,"engine-default","dynamic","boolean","Truncate existing log files of same name during log rotation."
"logging_collector","1","0,1",false,"system","static","boolean","Start a subprocess to capture stderr output and/or csvlogs into log files."
"maintenance_work_mem",,"1024-2147483647",true,"engine-default","dynamic","integer","(kB) Sets the maximum memory to be used for maintenance operations."
"max_connections","{DBInstanceClassMemory/31457280}","5-8388607",true,"system","static","integer","Sets the maximum number of concurrent connections."
"max_files_per_process",,"25-2147483647",true,"engine-default","static","integer","Sets the maximum number of simultaneously open files for each server process."
"max_locks_per_transaction","64","10-2147483647",true,"engine-default","static","integer","Sets the maximum number of locks per transaction."
"max_pred_locks_per_transaction",,"10-2147483647",true,"engine-default","static","integer","Sets the maximum number of predicate locks per transaction."
"max_prepared_transactions","0","0-8388607",true,"engine-default","static","integer","Sets the maximum number of simultaneously prepared transactions."
"max_stack_depth","6144","100-2147483647",true,"system","dynamic","integer","(kB) Sets the maximum stack depth, in kilobytes."
"max_standby_archive_delay",,"-1-2147483647",true,"engine-default","dynamic","integer","(ms) Sets the maximum delay before canceling queries when a hot standby server is processing archived WAL data."
"max_standby_streaming_delay",,"-1-2147483647",true,"engine-default","dynamic","integer","(ms) Sets the maximum delay before canceling queries when a hot standby server is processing streamed WAL data."
"max_wal_senders","5","5-8388607",true,"system","static","integer","Sets the maximum number of simultaneously running WAL sender processes."
"password_encryption",,"0,1",false,"engine-default","dynamic","boolean","Encrypt passwords."
"pg_stat_statements.max",,"100-2147483647",true,"engine-default","static","integer","Sets the maximum number of statements tracked by pg_stat_statements."
"pg_stat_statements.save",,"0,1",true,"engine-default","dynamic","boolean","Save pg_stat_statements statistics across server shutdowns."
"pg_stat_statements.track",,"NONE,TOP,ALL",true,"engine-default","dynamic","string","Selects which statements are tracked by pg_stat_statements."
"pg_stat_statements.track_utility",,"0,1",true,"engine-default","dynamic","boolean","Selects whether utility commands are tracked by pg_stat_statements."
"port","{EndPointPort}","1-65535",false,"system","static","integer","Sets the TCP port the server listens on."
"postgis.gdal_enabled_drivers","ENABLE_ALL","ENABLE_ALL,DISABLE_ALL",true,"system","static","string","Enable or disable GDAL drivers used with PostGIS in Postgres 9.3.5 and above."
"quote_all_identifiers",,"0,1",true,"engine-default","dynamic","boolean","When generating SQL fragments, quote all identifiers."
"random_page_cost",,"0-1.79769e+308",true,"engine-default","dynamic","float","Sets the planners estimate of the cost of a nonsequentially fetched disk page."
"rds.extensions","btree_gin,btree_gist,chkpass,citext,cube,dblink,dict_int,dict_xsyn,earthdistance,fuzzystrmatch,hstore,intagg,intarray,ip4r,isn,ltree,pgcrypto,pgrowlocks,pgstattuple,pg_buffercache,pg_prewarm,pg_stat_statements,pg_trgm,plcoffee,plls,plperl,plpgsql,pltcl,plv8,postgis,postgis_tiger_geocoder,postgis_topology,postgres_fdw,sslinfo,tablefunc,test_parser,tsearch2,unaccent,uuid-ossp",,false,"system","dynamic","string","List of extensions provided by RDS"
"rds.force_admin_logging_level",,"disabled,debug5,debug4,debug3,debug2,debug1,info,notice,warning,error,log,fatal,panic",true,"system","dynamic","string","See log messages for RDS admin user actions in customer databases."
"rds.force_autovacuum_logging_level",,"disabled,debug5,debug4,debug3,debug2,debug1,info,notice,warning,error,log,fatal,panic",true,"system","dynamic","string","See log messages related to autovacuum operations."
"rds.log_retention_period","4320","1440-10080",true,"system","dynamic","integer","Amazon RDS will delete PostgreSQL log that are older than N minutes."
"rds.rds_superuser_reserved_connections","0","0-8388607",true,"system","static","integer","Sets the number of connection slots reserved for rds_superusers."
"rds.superuser_variables","session_replication_role",,false,"system","static","string","List of superuser-only variables for which we elevate rds_superuser modification statements."
"restart_after_crash",,"0,1",false,"engine-default","dynamic","boolean","Reinitialize server after backend crash."
"search_path",,,true,"engine-default","dynamic","string","Sets the schema search order for names that are not schema-qualified."
"seq_page_cost",,"0-1.79769e+308",true,"engine-default","dynamic","float","Sets the planners estimate of the cost of a sequentially fetched disk page."
"server_encoding",,,false,"system","static","string","Sets the server (database) character set encoding."
"session_replication_role",,"origin,replica,local",true,"engine-default","dynamic","string","Sets the sessions behavior for triggers and rewrite rules."
"shared_buffers","{DBInstanceClassMemory/32768}","16-1073741823",true,"system","static","integer","(8kB) Sets the number of shared memory buffers used by the server."
"shared_preload_libraries",,"pg_stat_statements",true,"system","static","string","Lists shared libraries to preload into server."
"sql_inheritance",,"0,1",true,"engine-default","dynamic","boolean","Causes subtables to be included by default in various commands."
"ssl","1","0,1",true,"system","static","boolean","Enables SSL connections."
"ssl_ca_file","/rdsdbdata/rds-metadata/ca-cert.pem",,false,"system","static","string","Location of the SSL server authority file."
"ssl_cert_file","/rdsdbdata/rds-metadata/server-cert.pem",,false,"system","static","string","Location of the SSL server certificate file."
"ssl_ciphers",,,false,"engine-default","static","string","Sets the list of allowed SSL ciphers."
"ssl_key_file","/rdsdbdata/rds-metadata/server-key.pem",,false,"system","static","string"," Location of the SSL server private key file"
"ssl_renegotiation_limit",,"0-2147483647",true,"engine-default","dynamic","integer","(kB) Set the amount of traffic to send and receive before renegotiating the encryption keys."
"standard_conforming_strings",,"0,1",true,"engine-default","dynamic","boolean","Causes ... strings to treat backslashes literally."
"statement_timeout",,"0-2147483647",true,"engine-default","dynamic","integer","(ms) Sets the maximum allowed duration of any statement."
"stats_temp_directory","/rdsdbdata/db/pg_stat_tmp",,false,"system","dynamic","string","Writes temporary statistics files to the specified directory."
"superuser_reserved_connections","3","0-8388607",false,"system","static","integer","Sets the number of connection slots reserved for superusers."
"synchronize_seqscans",,"0,1",true,"engine-default","dynamic","boolean","Enable synchronized sequential scans."
"synchronous_commit","on","local,on,off",true,"system","dynamic","string","Sets the current transactions synchronization level."
"syslog_facility",,"local0,local1,local2,local3,local4,local5,local6,local7",false,"engine-default","dynamic","string","Sets the syslog facility to be used when syslog enabled."
"tcp_keepalives_count",,"0-2147483647",true,"engine-default","dynamic","integer","Maximum number of TCP keepalive retransmits."
"tcp_keepalives_idle",,"0-2147483647",true,"engine-default","dynamic","integer","(s) Time between issuing TCP keepalives."
"tcp_keepalives_interval",,"0-2147483647",true,"engine-default","dynamic","integer","(s) Time between TCP keepalive retransmits."
"temp_buffers",,"100-1073741823",true,"engine-default","dynamic","integer","(8kB) Sets the maximum number of temporary buffers used by each session."
"temp_tablespaces",,,true,"engine-default","dynamic","string","Sets the tablespace(s) to use for temporary tables and sort files."
"timezone","UTC",,true,"system","dynamic","string","Sets the time zone for displaying and interpreting time stamps."
"track_activities",,"0,1",true,"engine-default","dynamic","boolean","Collects information about executing commands."
"track_activity_query_size",,"100-102400",true,"engine-default","static","integer","Sets the size reserved for pg_stat_activity.current_query, in bytes."
"track_counts",,"0,1",true,"engine-default","dynamic","boolean","Collects statistics on database activity."
"track_functions",,"none,pl,all",true,"engine-default","dynamic","string","Collects function-level statistics on database activity."
"track_io_timing",,"0,1",true,"system","dynamic","boolean","Collects timing statistics on database IO activity."
"transaction_deferrable",,"0,1",true,"engine-default","dynamic","boolean","Whether to defer a read-only serializable transaction until it can be executed with no possible serialization failures."
"transaction_read_only",,"0,1",true,"engine-default","dynamic","boolean","Sets the current transactions read-only status."
"transform_null_equals",,"0,1",true,"engine-default","dynamic","boolean","Treats expr=NULL as expr IS NULL."
"unix_socket_directories","/tmp",,false,"system","static","string","Sets the directory where the Unix-domain socket will be created."
"unix_socket_group","rdsdb",,false,"system","static","string","Sets the owning group of the Unix-domain socket."
"unix_socket_permissions","0700","0-511",false,"system","static","integer","Sets the access permissions of the Unix-domain socket."
"update_process_title",,"0,1",true,"engine-default","dynamic","boolean","Updates the process title to show the active SQL command."
"vacuum_cost_delay",,"0-100",true,"engine-default","dynamic","integer","(ms) Vacuum cost delay in milliseconds."
"vacuum_cost_limit",,"1-10000",true,"engine-default","dynamic","integer","Vacuum cost amount available before napping."
"vacuum_cost_page_dirty",,"0-10000",true,"engine-default","dynamic","integer","Vacuum cost for a page dirtied by vacuum."
"vacuum_cost_page_hit",,"0-10000",true,"engine-default","dynamic","integer","Vacuum cost for a page found in the buffer cache."
"vacuum_cost_page_miss",,"0-10000",true,"engine-default","dynamic","integer","Vacuum cost for a page not found in the buffer cache."
"vacuum_defer_cleanup_age",,"0-1000000",true,"engine-default","dynamic","integer","Number of transactions by which VACUUM and HOT cleanup should be deferred, if any."
"vacuum_freeze_min_age",,"0-1000000000",true,"engine-default","dynamic","integer","Minimum age at which VACUUM should freeze a table row."
"vacuum_freeze_table_age",,"0-2000000000",true,"engine-default","dynamic","integer","Age at which VACUUM should scan whole table to freeze tuples."
"vacuum_multixact_freeze_min_age",,"0-1000000000",true,"engine-default","dynamic","integer","Minimum age at which VACUUM should freeze a MultiXactId in a table row."
"vacuum_multixact_freeze_table_age",,"0-2000000000",true,"engine-default","dynamic","integer","Multixact age at which VACUUM should scan whole table to freeze tuples."
"wal_buffers",,"-1-2147483647",true,"engine-default","static","integer","(8kB) Sets the number of disk-page buffers in shared memory for WAL."
"wal_keep_segments","32","0-2147483647",true,"system","dynamic","integer","Sets the number of WAL files held for standby servers."
"wal_receiver_status_interval",,"0-2147483",true,"engine-default","dynamic","integer","(s) Sets the maximum interval between WAL receiver status reports to the primary."
"wal_receiver_timeout","30000","0-3600000",true,"engine-default","dynamic","integer","(ms) Sets the maximum wait time to receive data from the primary."
"wal_sender_timeout","30000","0-3600000",true,"engine-default","dynamic","integer","(ms) Sets the maximum time to wait for WAL replication."
"wal_sync_method",,"fsync,fdatasync,open_sync,open_datasync",false,"system","dynamic","string","Selects the method used for forcing WAL updates to disk."
"wal_writer_delay",,"1-10000",true,"engine-default","dynamic","integer","(ms) WAL writer sleep time between WAL flushes."
"work_mem",,"64-2147483647",true,"engine-default","dynamic","integer","(kB) Sets the maximum memory to be used for query workspaces."
"xmlbinary",,"base64,hex",true,"engine-default","dynamic","string","Sets how binary values are to be encoded in XML."
"xmloption",,"content,document",true,"engine-default","dynamic","string","Sets whether XML data in implicit parsing and serialization operations is to be considered as documents or content fragments."
